calling_number,called_number,start_date,end_date,duration,cell_site
3313079052,3821120962,1666100620,1666101452,832,973
3991963732,3367865740,1667204274,1667204307,33,952
3678482446,3217137285,1667578907,1667579847,940,1826
3372471333,3099013723,1662766275,1662766858,583,1684
3986353377,3587727278,1657658114,1657658496,382,1374
3585989542,3522211010,1661118649,1661118843,194,56
3029451399,3176252124,1651810504,1651810884,380,994
3931679805,3461017113,1641286931,1641287366,435,1971
3307636200,3984533628,1666644299,1666644462,163,2148
3715200176,3823917098,1656025491,1656025505,14,1354
3097469330,3796875669,1660262616,1660262700,84,512
3648975076,3351610798,1656255922,1656256200,278,180
3473055855,3192505750,1666857999,1666858954,955,1796
3249145163,3333223237,1668992451,1668993188,737,343
3600015858,3322663101,1642828684,1642828973,289,1871
3858951131,3200875282,1641905590,1641906279,689,214
3756806050,3350345176,1647717415,1647717545,130,1566
3953444491,3881143383,1660707729,1660708028,299,163
3641493201,3750949753,1650406660,1650407481,821,2466
3677300151,3345650412,1661107506,1661107912,406,549
3112356239,3465796988,1664557770,1664558658,888,503
3232141615,3003723782,1653970400,1653970841,441,1348
3246260241,3812231046,1647164719,1647164776,57,1743
3663554395,3113423573,1650729379,1650730069,690,2263
3846866111,3727618645,1657169983,1657170592,609,2032
3104870555,3728419832,1652161761,1652162396,635,111
3144068102,3718652649,1660965005,1660965367,362,943
3946306778,3880353584,1651165040,1651165592,552,1867
3555272427,3268570857,1640996926,1640997918,992,669
3273219526,3517449502,1657425629,1657425959,330,1170
3420298161,3091008161,1649802409,1649802805,396,58
3656158144,3977699882,1658769714,1658770556,842,350
3625034951,3910585793,1648286941,1648287571,630,93
3573826666,3549549632,1653360063,1653360937,874,2135
3928044191,3893849847,1657661569,1657661597,28,69
3298521381,3890638606,1667586010,1667586030,20,282
3106788261,3863190883,1657195042,1657195202,160,2276
3112859411,3769391036,1645635127,1645636053,926,581
3507871733,3515550503,1646292251,1646292388,137,1718
3454753343,3783916284,1660005421,1660006316,895,2107
3107482740,3957051129,1658476787,1658477729,942,1289
3996989799,3896922629,1659991370,1659991496,126,1486
3450806791,3341573446,1668605221,1668606115,894,1505
3210136888,3760535935,1647809186,1647809414,228,1830
3060989519,3815236635,1658069811,1658069903,92,1997
3592379849,3883703576,1645165525,1645165575,50,2261
3307462662,3469359731,1649962676,1649963204,528,1281
3515933745,3846493363,1668259440,1668259808,368,1001
3162947685,3948710872,1653513879,1653514825,946,2121
3029943531,3499787925,1648189620,1648190111,491,2061
3008372630,3967439884,1653340994,1653341719,725,1284
3151554851,3612556887,1644549246,1644549576,330,269
3105460297,3485644295,1654523159,1654523640,481,2386
3630982131,3341241551,1649908739,1649909089,350,633
3278703976,3707342422,1653164186,1653164234,48,653
3099559880,3106276005,1647982227,1647982803,576,721
3857852370,3396524452,1656853224,1656853453,229,2387
3852704822,3762525964,1646530020,1646530525,505,1499
3867026366,3108805085,1641389270,1641390229,959,1933
3604853226,3615897427,1654317385,1654317639,254,1861
3036846628,3845334081,1661082342,1661082963,621,2217
3482509515,3054659800,1660458446,1660458643,197,825
3586600196,3223094463,1650381670,1650382034,364,2174
3778381574,3935656272,1655957353,1655957884,531,839
3428287409,3804328787,1668393398,1668393912,514,979
3682006274,3599915754,1652730777,1652730977,200,1495
3091418450,3687552718,1643877967,1643878615,648,112
3573915559,3059602794,1656712429,1656712661,232,2108
3678720106,3073762858,1666343208,1666343947,739,1549
3973853235,3059322626,1642207072,1642207545,473,1477
3925365269,3933845116,1666946170,1666946672,502,835
3172773924,3033079935,1645418353,1645418916,563,2037
3516488694,3040219251,1669396147,1669396422,275,2023
3069818047,3313079052,1664845343,1664845715,372,1163
3875008839,3324618357,1643250059,1643251000,941,900
3703548595,3823288349,1642273881,1642274235,354,1249
3793232281,3900356013,1642812933,1642813922,989,2482
3540735539,3421505883,1658295459,1658295961,502,1620
3177370273,3581216621,1642190690,1642190752,62,1338
3938776287,3907213401,1662667525,1662668143,618,1638
3635324805,3499514081,1660627232,1660627295,63,1444
3143452523,3188468802,1657270918,1657271555,637,2385
3379829698,3772762015,1648999412,1649000384,972,1202
3153851884,3845511281,1654259392,1654260346,954,695
3719503327,3199797181,1664808986,1664809876,890,1819
3926467866,3052279761,1659184502,1659185013,511,899
3610101662,3961721758,1652360008,1652360567,559,1340
3096746005,3915772795,1653626757,1653627192,435,1218
3241425701,3502599631,1644806439,1644806830,391,2032
3663884600,3862468039,1641026311,1641026859,548,968
3091275117,3906964033,1659249396,1659250391,995,841
3926200409,3112356239,1645911221,1645911362,141,421
3355078629,3091008161,1650244979,1650245775,796,833
3203153576,3892469874,1654359258,1654360094,836,1021
3741681613,3069332103,1667523600,1667524379,779,858
3406979800,3707584091,1666326965,1666327591,626,2053
3543696190,3446572964,1652207518,1652208434,916,1744
3556620301,3778848529,1654321276,1654322044,768,1554
3086551217,3319946083,1666411146,1666411247,101,52
3889537515,3534182480,1646694886,1646695765,879,2182
3924960579,3916557399,1648501260,1648502087,827,2436
3942862085,3650172161,1669651351,1669651661,310,564
3227652803,3195274844,1648270875,1648271497,622,2080
3561692706,3812239613,1642421089,1642421385,296,176
3336657547,3046351455,1658751572,1658752397,825,85
3785586097,3547483148,1646085356,1646086330,974,502
3428325312,3734381035,1650191299,1650191787,488,1783
3784828021,3534726913,1657098419,1657098496,77,2474
3189358030,3411636309,1663022667,1663023290,623,765
3793840002,3117821060,1642241207,1642241347,140,118
3332206707,3896997211,1647651742,1647651998,256,104
3235155985,3426004964,1664747862,1664747919,57,420
3784123884,3110360947,1644521036,1644521362,326,2092
3024228189,3344664961,1645830786,1645831079,293,438
3743136976,3809965750,1653492291,1653492633,342,1969
3549752945,3481811999,1652377135,1652377364,229,1650
3573826666,3482473663,1659054596,1659055437,841,2251
3231971396,3982644241,1645841258,1645841572,314,1877
3587497382,3510323514,1653974164,1653974275,111,1044
3319506258,3124277484,1657110756,1657110988,232,1211
3481467544,3256648307,1641081136,1641081866,730,982
3625201370,3249705811,1645244118,1645244202,84,855
3043604048,3112270906,1654084770,1654085060,290,1826
3728498046,3423971586,1641020035,1641020740,705,2123
3877811036,3510528970,1648261566,1648261792,226,882
3924607271,3159669419,1662099609,1662100305,696,1801
3346288809,3580280923,1646700475,1646701405,930,560
3443490373,3995654203,1645855960,1645856946,986,1065
3400121766,3935379393,1654150932,1654151904,972,1477
3594707374,3948862720,1665979479,1665979937,458,297
3718375865,3840502377,1654643450,1654643710,260,1146
3786478382,3841672169,1642119364,1642119889,525,250
3422046745,3269966376,1654390746,1654390995,249,299
3828530052,3159240548,1665806410,1665806694,284,542
3403389913,3137350861,1666186027,1666186163,136,1564
3432563578,3970444667,1645533362,1645533380,18,409
3624139591,3587440298,1658263269,1658263360,91,2318
3222871111,3415892236,1657570275,1657570411,136,679
3444668733,3178981589,1661185745,1661186599,854,123
3251382188,3037090215,1655649727,1655650341,614,1556
3184916120,3032970317,1650951930,1650952762,832,1278
3351216955,3658513045,1662481975,1662482245,270,101
3659299466,3701214753,1656693641,1656693801,160,1930
3543239972,3321312190,1646960308,1646961188,880,2122
3759510872,3839454838,1654477258,1654477306,48,2163
3110395191,3649465172,1656376050,1656376317,267,907
3835069955,3217060058,1648562494,1648562850,356,1389
3658516535,3856658213,1661512822,1661513090,268,829
3686944200,3608297293,1655865320,1655865962,642,2204
3375253810,3498441448,1651615445,1651616417,972,1236
3219869001,3929407612,1651242297,1651242439,142,823
3390431277,3125730442,1666669794,1666670128,334,24
3038014403,3320742371,1665201629,1665201638,9,1276
3010546611,3734311859,1649126322,1649127175,853,1802
3086583569,3771028638,1648011546,1648012169,623,2135
3724157579,3962045766,1668339678,1668340019,341,40
3522715448,3051876837,1661792765,1661792797,32,2075
3918121469,3592561930,1664228044,1664228944,900,2268
3143226144,3558281313,1669304080,1669304930,850,296
3759656646,3714698686,1647331529,1647331796,267,1763
3196403466,3948695100,1651953892,1651954733,841,238
3437309077,3865387894,1658509541,1658510229,688,2274
3480905975,3008283469,1659465101,1659466019,918,1229
3513368682,3395782360,1653343250,1653343941,691,2437
3660548799,3469879706,1652216292,1652216607,315,2437
3014354609,3658910038,1667570037,1667570379,342,815
3686207600,3459599732,1644824376,1644825182,806,1836
3551810435,3741344192,1645741897,1645742388,491,1480
3257865090,3645537857,1647490462,1647491150,688,2127
3029807207,3740728884,1651439782,1651439857,75,1914
3720934127,3261128926,1658473577,1658474259,682,159
3462714323,3476312823,1657521005,1657521754,749,373
3690586350,3230775095,1662511916,1662512162,246,852
3564444579,3476450845,1658634894,1658635179,285,1371
3556803718,3610782760,1669529314,1669530225,911,583
3131753608,3207210781,1656838991,1656839468,477,373
3565805050,3228277648,1648493060,1648493382,322,1723
3418635865,3961189789,1644795643,1644795657,14,25
3624139591,3261333996,1660321248,1660321350,102,361
3198240429,3162524259,1649685222,1649685539,317,30
3470404771,3086534991,1653559083,1653560066,983,2332
3205282165,3800201060,1652797019,1652797627,608,414
3257732454,3298993308,1646427501,1646428438,937,1063
3276666399,3375177760,1660175110,1660175295,185,464
3003402470,3790896269,1663868318,1663869227,909,798
3098316380,3332506866,1657630014,1657630577,563,1740
3774164657,3830388213,1656821899,1656822604,705,1514
3195138141,3814029511,1642597739,1642598717,978,390
3204081712,3806466784,1652514028,1652515016,988,1495
3500053511,3501786397,1658961384,1658961631,247,552
3406239480,3503011690,1664740404,1664741284,880,1553
3313252249,3763912599,1667494188,1667495134,946,1573
3680060067,3835601308,1643826710,1643827332,622,1506
3561336684,3918397944,1641033113,1641033445,332,1344
3819812955,3880439495,1666024318,1666024749,431,387
3417143667,3424453686,1656451581,1656452087,506,157
3930852270,3189002771,1642251435,1642252286,851,511
3624085921,3490942401,1667721326,1667721363,37,528
3928867307,3162844882,1642244688,1642245341,653,2433
3128318593,3288016190,1653269502,1653269887,385,1109
3506822540,3791894034,1666612990,1666613204,214,2431
3120208739,3266620552,1664273935,1664274032,97,2017
3123999917,3309767670,1647343317,1647343535,218,272
3912410470,3706304663,1649015090,1649015415,325,2419
3556000533,3166518187,1642087201,1642088156,955,1984
3273379502,3691834770,1643801811,1643801927,116,96
3852818295,3513399148,1665064327,1665064597,270,1966
3705752007,3062789212,1669088581,1669088733,152,845
3046617108,3868440818,1664714465,1664714901,436,1324
3750474676,3663718795,1662477144,1662477812,668,1046
3124051904,3664337365,1651216498,1651216707,209,1555
3400000869,3468682335,1646727302,1646727468,166,2084
3140608489,3282587673,1658953149,1658954004,855,1845
3695411154,3173369021,1660353939,1660354024,85,2043
3594471575,3570872297,1667206694,1667207200,506,862
3505480563,3640756400,1658703096,1658703356,260,1752
3169559952,3142106289,1652438450,1652439449,999,288
3941548978,3744002702,1657931423,1657931497,74,1537
3544365476,3549475344,1659875905,1659876786,881,626
3143741876,3724977571,1646452066,1646452756,690,2374
3083479870,3880608911,1660368084,1660368209,125,1959
3260783577,3582060994,1666133129,1666133930,801,2436
3461938856,3916928531,1664199932,1664200264,332,2023
3034807560,3557559741,1666729255,1666729349,94,678
3794524447,3937445570,1655788972,1655789500,528,2273
3630318253,3027110508,1660218351,1660218546,195,2274
3540279517,3632156948,1647202240,1647202333,93,1582
3854906546,3058141936,1657361807,1657362338,531,754
3517149250,3906026429,1669638796,1669639002,206,1072
3150067482,3322287315,1660412124,1660412279,155,1160
3714105777,3153989234,1650092224,1650093128,904,656
3200933791,3735855753,1649013342,1649013978,636,2332
3789380087,3977924189,1664535252,1664536237,985,876
3778405053,3351205685,1642885659,1642886160,501,887
3050271924,3791547480,1660067015,1660067560,545,1366
3432608968,3277875103,1669459472,1669460061,589,2127
3277298737,3604954681,1647226515,1647227330,815,1244
3172130228,3055020688,1667990949,1667991650,701,1059
3133030435,3628830127,1659820728,1659821378,650,350
3552101140,3777872237,1659525861,1659526634,773,225
3380822514,3719455699,1654521642,1654522326,684,1331
3046080865,3867799694,1661630863,1661631433,570,374
3566919425,3206248943,1664223903,1664224200,297,1224
3008576449,3291267409,1668646237,1668646472,235,2493
3832703867,3112298724,1662424746,1662425134,388,619
3293865251,3022401876,1649449870,1649450056,186,1970
3232128014,3785256634,1642946379,1642946446,67,1178
3265181921,3716415183,1647751321,1647752267,946,199
3974318707,3264879958,1645466996,1645467242,246,2113
3894382679,3612612273,1648557036,1648557912,876,173
3472983363,3840003483,1646072124,1646072714,590,1348
3319128889,3109108614,1655769849,1655769980,131,1256
3098179768,3013457125,1660892730,1660893316,586,157
3564667780,3175832070,1662335694,1662336452,758,263
3152537793,3342190885,1652749638,1652750490,852,1520
3470112947,3169688960,1667902889,1667903181,292,2176
3378522829,3562547940,1647911923,1647912447,524,1781
3838851134,3755228064,1660560343,1660560531,188,972
3664267954,3234861737,1660444014,1660444555,541,416
3630982131,3717137928,1644970838,1644971015,177,1636
3365289656,3654861844,1656483951,1656484502,551,675
3419117613,3520699413,1645668760,1645669426,666,599
3009688248,3854351732,1661070444,1661070624,180,986
3449365489,3199315199,1664237208,1664238153,945,472
3460504628,3184608724,1654829222,1654830150,928,1689
3749980168,3052789625,1658942223,1658943030,807,1542
3279351560,3828713812,1655684715,1655685654,939,2018
3623782659,3672164838,1643076878,1643077242,364,2499
3406868680,3753657577,1653150870,1653151865,995,2289
3447257561,3204575281,1667270361,1667271139,778,1843
3993653521,3928685907,1643489498,1643490084,586,1775
3097128642,3823802882,1661187148,1661187960,812,988
3898012654,3103943430,1647263037,1647263643,606,2329
3759867623,3548252436,1664414216,1664415057,841,740
3979845809,3025223556,1651184676,1651185250,574,884
3615387566,3243502165,1666479036,1666479417,381,1015
3131548243,3707584091,1641644979,1641645928,949,1800
3823917098,3066750826,1661860799,1661860894,95,1135
3408529019,3692772256,1667138394,1667138617,223,2233
3676228617,3100239217,1642293039,1642293155,116,181
3655566080,3239265546,1669333863,1669334647,784,1805
3143324065,3813854723,1657048285,1657049100,815,2282
3525751984,3567126985,1661666247,1661666903,656,2239
3621966073,3510761729,1665379473,1665379990,517,1434
3586778995,3002438521,1645714030,1645714836,806,143
3197201691,3869991101,1656048734,1656049129,395,1983
3614627046,3229871774,1652935705,1652936490,785,1338
3930242126,3204359619,1650690790,1650691450,660,1132
3823161778,3167034499,1665860789,1665861453,664,268
3607717009,3103943430,1652391866,1652392014,148,2114
3581399447,3365807352,1641335582,1641335941,359,1099
3828342380,3171413650,1668487076,1668487758,682,695
3316855337,3904881288,1642801305,1642802238,933,1762
3824845857,3711422567,1654997087,1654997644,557,1294
3968000691,3372271387,1667564189,1667564286,97,2163
3289684726,3607393629,1656132860,1656133517,657,403
3282449988,3011690678,1652899366,1652900285,919,2129
3541372095,3931277047,1660865267,1660865669,402,1712
3953927472,3278077270,1665231738,1665232224,486,475
3884256882,3339312980,1654372176,1654373103,927,1663
3334171572,3389926670,1647345031,1647345430,399,260
3720012234,3659299466,1643486859,1643487167,308,1987
3131156982,3715994986,1653083274,1653083828,554,1488
3201276259,3994913668,1661969112,1661969250,138,1307
3609562862,3010488834,1664278874,1664279436,562,93
3928685907,3922766043,1669160170,1669160774,604,760
3640010781,3250023388,1647613935,1647614921,986,2306
3498740809,3666179764,1647411574,1647412340,766,529
3895422097,3858519840,1665701310,1665701392,82,2191
3075780193,3928257298,1647354655,1647354868,213,1373
3732795074,3673850585,1646955572,1646955900,328,454
3150503842,3658099781,1652567838,1652567946,108,563
3550261012,3797294746,1655652536,1655652841,305,228
3760817382,3649298405,1663454063,1663454871,808,1333
3462224632,3399479391,1661993129,1661993730,601,2090
3892142252,3475027844,1668625058,1668625886,828,1636
3381398230,3246900158,1659695200,1659695942,742,1781
3066007042,3793772897,1646938459,1646939215,756,272
3970124384,3762208346,1642342906,1642343143,237,276
3661747291,3451131159,1647775477,1647776143,666,1746
3301708925,3809773923,1669110191,1669110733,542,1860
3930242126,3819791378,1643035189,1643035682,493,941
3990109853,3880139481,1667100017,1667100331,314,1210
3785883615,3378864156,1653826050,1653826735,685,1641
3498989393,3123458167,1652393658,1652394414,756,234
3211945942,3158338043,1648983409,1648984126,717,725
3333103680,3563750578,1648710943,1648711024,81,769
3396149289,3228805720,1647620340,1647620798,458,360
3125730442,3526197227,1649555310,1649555372,62,237
3300983140,3512631937,1642324132,1642324978,846,488
3445469609,3356154602,1645181272,1645181498,226,1692
3979522310,3637944484,1666282735,1666283114,379,377
3247980767,3928212115,1650445591,1650446211,620,575
3171307709,3908727190,1643867236,1643867598,362,1037
3432910993,3587324906,1659172978,1659173883,905,1964
3696512728,3800201060,1646820757,1646821424,667,2139
3201446016,3408903285,1646139829,1646140302,473,1783
3232794733,3177491349,1645906750,1645907191,441,2182
3526968501,3913905115,1669575686,1669576643,957,772
3608048838,3906903088,1658516068,1658516761,693,584
3447310943,3176608983,1660493150,1660493215,65,1459
3236132865,3039176873,1666929156,1666930099,943,669
3419068106,3096662890,1652122707,1652123033,326,2346
3184270447,3972056646,1658879962,1658880711,749,288
3724861653,3136200575,1660776763,1660777665,902,419
3803000258,3864045087,1662365429,1662366402,973,552
3024651290,3906964033,1648067699,1648068244,545,1339
3026769225,3203691315,1654832475,1654833294,819,1635
3165492854,3545781567,1652706480,1652706584,104,2198
3896357807,3712630492,1641508778,1641509049,271,1459
3780808964,3885926991,1665169754,1665169822,68,1903
3725480364,3367279073,1659682580,1659683515,935,2421
3292275609,3276232281,1656385308,1656386272,964,487
3510416134,3478404891,1650617653,1650617914,261,13
3779590261,3569552798,1643832898,1643833177,279,1335
3485046222,3530286335,1655631845,1655632661,816,1254
3524131973,3993332175,1654666394,1654666859,465,965
3284616898,3177370273,1660540266,1660540714,448,1714
3605278552,3149804005,1668545013,1668545744,731,1078
3016995357,3213836945,1645234482,1645234927,445,2368
3575512492,3610101662,1645806879,1645807872,993,1231
3311015405,3623736661,1659288170,1659289006,836,2004
3958375464,3782752586,1660299494,1660299817,323,734
3912858275,3442244098,1656624618,1656624719,101,847
3298436959,3297949666,1658086574,1658086921,347,2369
3666174374,3322801895,1651470867,1651471027,160,1199
3867860336,3079038995,1660273155,1660273405,250,1868
3023421632,3830975217,1647645921,1647646208,287,2326
3064758483,3075465136,1665749965,1665750353,388,2167
3293504206,3092292487,1660862341,1660862566,225,1933
3685505113,3734099449,1669015786,1669016417,631,75
3764173171,3548133562,1665556793,1665557064,271,176
3955219063,3421730413,1644793172,1644793215,43,1706
3852205498,3809965750,1645983029,1645983866,837,589
3342054027,3480314503,1665247262,1665247595,333,788
3680703930,3659158165,1664754648,1664754872,224,1806
3032970317,3023025075,1658176093,1658176907,814,1276
3113793993,3882559155,1656836049,1656836568,519,2105
3958920817,3299362427,1647030899,1647031804,905,1713
3822213532,3767136549,1660622120,1660622395,275,225
3990037235,3331977197,1668036451,1668037299,848,193
3351361711,3836597583,1666634019,1666634715,696,1324
3113427537,3799624292,1645957588,1645958214,626,2370
3992924141,3536421569,1644808760,1644809274,514,545
3821299576,3689741006,1662214300,1662214539,239,457
3071410684,3751780241,1660779629,1660779824,195,682
3356302136,3639035607,1660921026,1660921884,858,305
3447812768,3651110510,1655612075,1655612201,126,3
3828890005,3160515169,1667896551,1667896817,266,1051
3287399418,3410150990,1665858242,1665858942,700,1809
3924583665,3963995256,1647930119,1647930490,371,1513
3598572594,3727794902,1641686577,1641687311,734,2474
3257034858,3206422081,1662775375,1662775607,232,2173
3559301819,3151539194,1648885596,1648886156,560,20
3941783209,3285333536,1657453378,1657454306,928,812
3975405530,3638822670,1657585687,1657586026,339,2171
3752297066,3740102481,1665082529,1665083455,926,5
3733821292,3217719618,1667358867,1667359171,304,1805
3447812768,3664273227,1646851248,1646851887,639,1279
3431354119,3928894030,1651223827,1651224738,911,2423
3391118279,3356728242,1663017992,1663018018,26,312
3000383745,3690667222,1658260133,1658260905,772,1047
3518620219,3757044916,1652116030,1652116298,268,1739
3552335293,3882559155,1655330495,1655331261,766,2301
3012822525,3530462613,1658500374,1658501101,727,1952
3534223960,3176536531,1654311906,1654312875,969,574
3679065090,3894036055,1646993458,1646993527,69,1639
3769198196,3790549304,1641042764,1641042844,80,1011
3055944630,3031299470,1656406024,1656406208,184,2150
3848936636,3687278591,1642625611,1642626006,395,803
3647295073,3566834497,1654836226,1654836368,142,823
3258102756,3098891437,1648368321,1648368699,378,115
3232304638,3695161514,1652624153,1652624733,580,636
3740274448,3524508110,1651323310,1651323630,320,2308
3478288963,3834706710,1657410184,1657411056,872,1898
3845511281,3629942160,1657082132,1657082543,411,22
3095661578,3574285791,1653366431,1653367099,668,344
3705809622,3558848518,1663462731,1663463048,317,2209
3300015174,3265324040,1665311243,1665312206,963,1460
3837065973,3543256939,1656972192,1656972704,512,1827
3987005983,3494746675,1652621718,1652622649,931,1726
3426666423,3556823098,1660934308,1660935051,743,488
3105558193,3954055058,1658183795,1658183922,127,2341
3986814631,3980803977,1642752396,1642753207,811,603
3319365305,3114128222,1653180592,1653181031,439,1361
3929464797,3565083183,1659335213,1659335982,769,1203
3022767670,3112602434,1656714730,1656715525,795,387
3572896327,3808604912,1665725415,1665725695,280,378
3528475061,3227310314,1664207213,1664208039,826,2314
3580178697,3306439333,1644354001,1644354831,830,2074
3741024153,3314528450,1643482360,1643482804,444,1919
3708922840,3952654862,1661672998,1661673205,207,133
3357247840,3377473764,1647738328,1647738509,181,445
3805653360,3846007471,1661290120,1661290412,292,971
3041632417,3946919028,1661488298,1661489173,875,2162
3074044425,3314495556,1656899407,1656900172,765,1794
3910837040,3998987664,1660020146,1660020308,162,2073
3954799831,3144068102,1662658658,1662658877,219,1236
3351802314,3177879837,1649905121,1649905876,755,1276
3643615690,3519233850,1647561613,1647561972,359,1705
3405110319,3901360663,1663493058,1663493917,859,437
3124063685,3749379310,1647200235,1647200895,660,89
3042046828,3368654717,1668508549,1668509171,622,1625
3835976086,3042739113,1649362980,1649363102,122,521
3412053580,3738591594,1662136601,1662136659,58,1955
3608200385,3280657282,1651911460,1651911711,251,111
3762208346,3980050310,1652627583,1652627785,202,1734
3103627338,3269357443,1652009664,1652009972,308,2239
3165845148,3319583055,1658068553,1658068638,85,1652
3999228111,3511397819,1662183906,1662184658,752,1141
3381313507,3990144819,1656931395,1656932271,876,860
3168625610,3315218003,1642529138,1642529612,474,554
3270273033,3343279177,1668785718,1668785989,271,111
3416945471,3603096793,1660133773,1660134627,854,1263
3625979408,3533290388,1653453498,1653454126,628,1848
3413514902,3751600788,1650387841,1650388302,461,826
3640605424,3978925529,1659029938,1659030219,281,37
3013814400,3926426459,1646666358,1646667077,719,1744
3648924087,3642339062,1664458925,1664459636,711,2144
3732456028,3565781990,1643080054,1643080881,827,1517
3889854774,3377457710,1666227739,1666228045,306,2129
3009365802,3289684726,1662044353,1662044831,478,952
3451771672,3903560788,1651882856,1651883573,717,591
3728797277,3513180024,1660255095,1660255850,755,4
3480424657,3820374377,1662365425,1662365903,478,638
3861652282,3311860866,1659368759,1659369006,247,708
3452248216,3722945080,1664032277,1664032296,19,1895
3037844343,3193344217,1655652266,1655653107,841,463
3647479988,3448373235,1667180101,1667180403,302,97
3110691442,3502554871,1652161109,1652161357,248,162
3686743575,3766528617,1662312354,1662312565,211,880
3089699104,3847957207,1656524778,1656525052,274,1633
3318654389,3487526777,1666839690,1666839907,217,1912
3732585972,3656000543,1649871900,1649872606,706,1701
3549431178,3261128926,1661306013,1661306393,380,250
3444149733,3416076001,1645572282,1645572291,9,2223
3571428723,3778068384,1643078730,1643079475,745,432
3388159268,3952389962,1666510016,1666510874,858,1976
3985037610,3896789438,1642731508,1642732127,619,2451
3036953061,3695692085,1643047995,1643048227,232,810
3824083602,3981817077,1660877433,1660878122,689,1329
3016971363,3599694754,1649135480,1649136219,739,1830
3799900837,3707258240,1647378781,1647379306,525,447
3604881190,3222254600,1659987350,1659987699,349,1815
3963547295,3719929552,1647586635,1647587401,766,136
3838136289,3733072964,1660831111,1660831858,747,951
3411495833,3036470049,1661206821,1661207534,713,613
3277284318,3900309643,1663850320,1663851246,926,1894
3650563043,3458815526,1654996814,1654997083,269,2324
3094291821,3073762858,1642320011,1642320395,384,2187
3277875103,3143962586,1654039838,1654040669,831,1891
3122293667,3274985034,1651085397,1651086365,968,1015
3075293628,3849977339,1660540182,1660540612,430,1338
3154653229,3157155319,1641626134,1641626616,482,1316
3386628594,3182243157,1647491624,1647492350,726,489
3285331142,3709518724,1663514325,1663514872,547,2061
3736535657,3841459327,1651646180,1651646198,18,2240
3019302226,3865950417,1653059223,1653059614,391,205
3057721767,3371435731,1649662429,1649662761,332,663
3357966828,3239265546,1667211133,1667211650,517,1047
3700737923,3585832857,1651154510,1651154635,125,1123
3744829701,3047126246,1664251858,1664252272,414,2406
3769198196,3287901684,1641006871,1641007355,484,268
3069523420,3721571243,1661520905,1661521107,202,2128
3480115115,3307933176,1657889938,1657890406,468,2269
3669311789,3461674303,1643758025,1643758349,324,1150
3459090367,3890026377,1643468937,1643469483,546,407
3671748544,3283447626,1665333957,1665334631,674,1406
3624683080,3976992294,1642738032,1642738449,417,244
3265725715,3194721041,1655528821,1655529399,578,1342
3182243157,3256736613,1662390455,1662390761,306,1594
3190906256,3159638305,1660203951,1660204440,489,1268
3562579840,3393528919,1644429206,1644429613,407,133
3954988798,3985901910,1650866247,1650867118,871,198
3222871111,3487740667,1659049673,1659050003,330,815
3401382792,3786811867,1652378667,1652378697,30,1008
3298879351,3439442608,1655817720,1655818467,747,2212
3841106350,3467401235,1645960749,1645961128,379,1197
3428299424,3821039922,1658401680,1658401766,86,818
3693925345,3527067023,1654650450,1654651101,651,1150
3089548621,3014363081,1647059992,1647060785,793,1519
3870320323,3776918350,1662461870,1662462381,511,1087
3355848120,3261169929,1655985875,1655986019,144,2066
3431354119,3633080652,1657059456,1657059842,386,1090
3400329831,3681498352,1658153281,1658153644,363,297
3467211844,3056053831,1663406137,1663406640,503,1635
3280648157,3262811174,1666644389,1666644981,592,296
3843078363,3545032372,1647491136,1647491960,824,75
3603702697,3515845767,1658112397,1658112667,270,1288
3577651077,3771623134,1652928417,1652928914,497,1161
3259430206,3519233850,1659051677,1659052277,600,12
3706178319,3208215579,1657289234,1657289828,594,1051
3166483466,3759656646,1652279052,1652279918,866,2302
3467686942,3963257683,1664527629,1664527647,18,1565
3884750087,3354574342,1651437768,1651438484,716,1582
3720248207,3303698845,1642029414,1642029908,494,3
3956491451,3752133167,1664811894,1664812535,641,2092
3807785088,3124063685,1654628595,1654628941,346,2122
3416076001,3062261092,1666463359,1666463381,22,2148
3781394729,3174425370,1647472467,1647473455,988,2430
3883497013,3446652020,1656442239,1656442878,639,1188
3008283469,3541060382,1657961399,1657961590,191,2425
3573193288,3733770591,1661243518,1661243730,212,497
3873554599,3605195406,1653689587,1653689818,231,1277
3340486436,3719929552,1669092463,1669092918,455,64
3480115115,3099649164,1662457288,1662457657,369,21
3021287506,3730702889,1658323839,1658324193,354,34
3128805218,3265181921,1666035817,1666035892,75,925
3768984387,3664408598,1656442419,1656442542,123,1696
3310542239,3398785571,1654688565,1654688847,282,1091
3949201468,3504258562,1655755307,1655755931,624,551
3428987981,3287784262,1646257983,1646258492,509,1165
3167142908,3536832504,1646187752,1646187860,108,1858
3716461226,3029263333,1651301878,1651301886,8,470
3937445570,3548132533,1649816190,1649817189,999,888
3412955545,3499541432,1642686439,1642686941,502,1982
3226220903,3341211432,1653813458,1653814115,657,1907
3946306778,3682274097,1668208954,1668209898,944,1557
3971926686,3852253700,1652711990,1652712131,141,2251
3085429140,3183259139,1652727926,1652728641,715,1845
3015246686,3446519765,1650672930,1650673550,620,1779
3026769225,3349666443,1666518995,1666519438,443,1659
3581011004,3577990920,1666804453,1666805221,768,1873
3401568650,3894359262,1668683117,1668683839,722,40
3899301205,3003617799,1646902311,1646903009,698,2168
3913680174,3320179826,1659607329,1659607755,426,1375
3793344397,3557751532,1645794332,1645794799,467,2025
3631568439,3095743155,1654782522,1654782649,127,2354
